Name,Sparse Pattern,Sparse Block Ratio,Sparse Ratio,MACs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
Concat_1856,1x1,0.00%,0.00%,0,0.00%,20,0.00%,2,0.00%,1,3
Mul_1453,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Reshape_1793,1x1,0.00%,0.00%,0,0.00%,6528000,0.74%,0,0.00%,1x255x80x80,1x3x85x80x80
Reshape_1804,1x1,0.00%,0.00%,0,0.00%,324,0.00%,1,0.00%,80,80
Reshape_1806,1x1,0.00%,0.00%,0,0.00%,324,0.00%,1,0.00%,80,80
Div_1455,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Shape_1807,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,80,1
Shape_1808,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,80,1
Transpose_1794,1x1,0.00%,0.00%,0,0.00%,6528000,0.74%,0,0.00%,1x3x85x80x80,1x3x80x80x85
Concat_1456,1x1,0.00%,0.00%,0,0.00%,1638400,0.19%,0,0.00%,1x128x40x40,1x256x40x40
Concat_1809,1x1,0.00%,0.00%,0,0.00%,8,0.00%,0,0.00%,1,2
Concat_1811,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Concat_1815,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Sigmoid_1827,1x1,0.00%,0.00%,26112000,0.30%,6528000,0.74%,0,0.00%,1x3x80x80x85,1x3x80x80x85
QuantizeLinear_1459,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Reshape_1812,1x1,0.00%,0.00%,0,0.00%,320,0.00%,0,0.00%,80,80x1
Reshape_1816,1x1,0.00%,0.00%,0,0.00%,320,0.00%,0,0.00%,80,1x80
Slice_1832,1x1,0.00%,0.00%,0,0.00%,153616,0.02%,4,0.00%,1x3x80x80x85,1x3x80x80x2
Slice_1844,1x1,0.00%,0.00%,0,0.00%,153616,0.02%,4,0.00%,1x3x80x80x85,1x3x80x80x2
Slice_1853,1x1,0.00%,0.00%,0,0.00%,6220816,0.71%,4,0.00%,1x3x80x80x85,1x3x80x80x81
Conv_1469_quant,4x1,66.93%,66.93%,52633600,0.60%,950784,0.11%,32896,0.45%,1x256x40x40,1x128x40x40
Conv_1556_quant,4x1,76.36%,76.36%,52633600,0.60%,950784,0.11%,32896,0.45%,1x256x40x40,1x128x40x40
Expand_1813,1x1,0.00%,0.00%,0,0.00%,25600,0.00%,0,0.00%,80x1,80x80
Expand_1817,1x1,0.00%,0.00%,0,0.00%,25600,0.00%,0,0.00%,1x80,80x80
Mul_1834,1x1,0.00%,0.00%,38400,0.00%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
Mul_1846,1x1,0.00%,0.00%,38400,0.00%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
DequantizeLinear_1477,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
DequantizeLinear_1564,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Unsqueeze_1818,1x1,0.00%,0.00%,0,0.00%,25600,0.00%,0,0.00%,80x80,80x80x1
Unsqueeze_1819,1x1,0.00%,0.00%,0,0.00%,25600,0.00%,0,0.00%,80x80,80x80x1
Sub_1836,1x1,0.00%,0.00%,38400,0.00%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
Pow_1847,1x1,0.00%,0.00%,1228800,0.01%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
Add_1479,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_1566,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Concat_1820,1x1,0.00%,0.00%,0,0.00%,51200,0.01%,0,0.00%,80x80x1,80x80x2
Mul_1848,1x1,0.00%,0.00%,38400,0.00%,153624,0.02%,6,0.00%,1x3x80x80x2,1x3x80x80x2
Clip_1482,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_1569,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Reshape_1824,1x1,0.00%,0.00%,0,0.00%,51200,0.01%,0,0.00%,80x80x2,1x1x80x80x2
Mul_1483,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_1570,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Cast_1825,1x1,0.00%,0.00%,0,0.00%,51200,0.01%,0,0.00%,1x1x80x80x2,1x1x80x80x2
Div_1485,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_1572,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Cast_1826,1x1,0.00%,0.00%,0,0.00%,51200,0.01%,0,0.00%,1x1x80x80x2,1x1x80x80x2
QuantizeLinear_1488,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_1837,1x1,0.00%,0.00%,38400,0.00%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
Conv_1498_quant,4x1,66.83%,66.83%,26419200,0.30%,885248,0.10%,16512,0.23%,1x128x40x40,1x128x40x40
Mul_1839,1x1,0.00%,0.00%,38400,0.00%,153600,0.02%,0,0.00%,1x3x80x80x2,1x3x80x80x2
DequantizeLinear_1506,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Concat_1854,1x1,0.00%,0.00%,0,0.00%,6528000,0.74%,0,0.00%,1x3x80x80x2,1x3x80x80x85
Add_1508,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Reshape_1857,1x1,0.00%,0.00%,0,0.00%,6528000,0.74%,0,0.00%,1x3x80x80x85,1x19200x85
Clip_1511,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_1512,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_1514,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_1517,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_1527_quant,4x1,76.48%,76.48%,236134400,2.67%,1409536,0.16%,147584,2.03%,1x128x40x40,1x128x40x40
DequantizeLinear_1535,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_1537,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_1540,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_1541,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_1543,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Concat_1573,1x1,0.00%,0.00%,0,0.00%,1638400,0.19%,0,0.00%,1x128x40x40,1x256x40x40
QuantizeLinear_1576,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Conv_1586_quant,4x1,78.58%,78.58%,105267200,1.19%,1901568,0.22%,65792,0.91%,1x256x40x40,1x256x40x40
DequantizeLinear_1594,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Add_1596,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Clip_1599,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Mul_1600,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Div_1602,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
QuantizeLinear_1605,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Conv_1858,1x1,0.00%,0.00%,104856000,1.19%,1894140,0.22%,65535,0.90%,1x256x40x40,1x255x40x40
Conv_1615_quant,4x1,76.99%,76.99%,236032000,2.67%,2769920,0.31%,590080,8.12%,1x256x40x40,1x256x20x20
Shape_1859,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x40x40,4
Shape_1862,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x40x40,4
Shape_1865,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x40x40,4
DequantizeLinear_1623,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Gather_1861,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Gather_1864,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Gather_1867,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Add_1625,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Unsqueeze_1868,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1869,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1870,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Cast_1874,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0
Cast_1878,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0
Unsqueeze_1900,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1901,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1934,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Clip_1628,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Concat_1871,1x1,0.00%,0.00%,0,0.00%,28,0.00%,2,0.00%,1,5
Range_1877,1x1,0.00%,0.00%,80,0.00%,160,0.00%,0,0.00%,0,40
Range_1881,1x1,0.00%,0.00%,80,0.00%,160,0.00%,0,0.00%,0,40
Concat_1902,1x1,0.00%,0.00%,0,0.00%,32,0.00%,3,0.00%,1,5
Concat_1935,1x1,0.00%,0.00%,0,0.00%,20,0.00%,2,0.00%,1,3
Mul_1629,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Reshape_1872,1x1,0.00%,0.00%,0,0.00%,1632000,0.19%,0,0.00%,1x255x40x40,1x3x85x40x40
Reshape_1883,1x1,0.00%,0.00%,0,0.00%,164,0.00%,1,0.00%,40,40
Reshape_1885,1x1,0.00%,0.00%,0,0.00%,164,0.00%,1,0.00%,40,40
Div_1631,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Shape_1886,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,40,1
Shape_1887,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,40,1
Transpose_1873,1x1,0.00%,0.00%,0,0.00%,1632000,0.19%,0,0.00%,1x3x85x40x40,1x3x40x40x85
Concat_1632,1x1,0.00%,0.00%,0,0.00%,819200,0.09%,0,0.00%,1x256x20x20,1x512x20x20
Concat_1888,1x1,0.00%,0.00%,0,0.00%,8,0.00%,0,0.00%,1,2
Concat_1890,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Concat_1894,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Sigmoid_1906,1x1,0.00%,0.00%,6528000,0.07%,1632000,0.19%,0,0.00%,1x3x40x40x85,1x3x40x40x85
QuantizeLinear_1635,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Reshape_1891,1x1,0.00%,0.00%,0,0.00%,160,0.00%,0,0.00%,40,40x1
Reshape_1895,1x1,0.00%,0.00%,0,0.00%,160,0.00%,0,0.00%,40,1x40
Slice_1911,1x1,0.00%,0.00%,0,0.00%,38416,0.00%,4,0.00%,1x3x40x40x85,1x3x40x40x2
Slice_1923,1x1,0.00%,0.00%,0,0.00%,38416,0.00%,4,0.00%,1x3x40x40x85,1x3x40x40x2
Slice_1932,1x1,0.00%,0.00%,0,0.00%,1555216,0.18%,4,0.00%,1x3x40x40x85,1x3x40x40x81
Conv_1645_quant,4x1,67.38%,67.38%,52531200,0.60%,934912,0.11%,131328,1.81%,1x512x20x20,1x256x20x20
Conv_1732_quant,4x1,76.14%,76.14%,52531200,0.60%,934912,0.11%,131328,1.81%,1x512x20x20,1x256x20x20
Expand_1892,1x1,0.00%,0.00%,0,0.00%,6400,0.00%,0,0.00%,40x1,40x40
Expand_1896,1x1,0.00%,0.00%,0,0.00%,6400,0.00%,0,0.00%,1x40,40x40
Mul_1913,1x1,0.00%,0.00%,9600,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
Mul_1925,1x1,0.00%,0.00%,9600,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
DequantizeLinear_1653,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
DequantizeLinear_1740,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Unsqueeze_1897,1x1,0.00%,0.00%,0,0.00%,6400,0.00%,0,0.00%,40x40,40x40x1
Unsqueeze_1898,1x1,0.00%,0.00%,0,0.00%,6400,0.00%,0,0.00%,40x40,40x40x1
Sub_1915,1x1,0.00%,0.00%,9600,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
Pow_1926,1x1,0.00%,0.00%,307200,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
Add_1655,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Add_1742,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Concat_1899,1x1,0.00%,0.00%,0,0.00%,12800,0.00%,0,0.00%,40x40x1,40x40x2
Mul_1927,1x1,0.00%,0.00%,9600,0.00%,38424,0.00%,6,0.00%,1x3x40x40x2,1x3x40x40x2
Clip_1658,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Clip_1745,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Reshape_1903,1x1,0.00%,0.00%,0,0.00%,12800,0.00%,0,0.00%,40x40x2,1x1x40x40x2
Mul_1659,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Mul_1746,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Cast_1904,1x1,0.00%,0.00%,0,0.00%,12800,0.00%,0,0.00%,1x1x40x40x2,1x1x40x40x2
Div_1661,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Div_1748,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Cast_1905,1x1,0.00%,0.00%,0,0.00%,12800,0.00%,0,0.00%,1x1x40x40x2,1x1x40x40x2
QuantizeLinear_1664,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Add_1916,1x1,0.00%,0.00%,9600,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
Conv_1674_quant,4x1,67.35%,67.35%,26316800,0.30%,672768,0.08%,65792,0.91%,1x256x20x20,1x256x20x20
Mul_1918,1x1,0.00%,0.00%,9600,0.00%,38400,0.00%,0,0.00%,1x3x40x40x2,1x3x40x40x2
DequantizeLinear_1682,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Concat_1933,1x1,0.00%,0.00%,0,0.00%,1632000,0.19%,0,0.00%,1x3x40x40x2,1x3x40x40x85
Add_1684,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Reshape_1936,1x1,0.00%,0.00%,0,0.00%,1632000,0.19%,0,0.00%,1x3x40x40x85,1x4800x85
Clip_1687,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Mul_1688,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Div_1690,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
QuantizeLinear_1693,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Conv_1703_quant,4x1,77.66%,77.66%,236032000,2.67%,2769920,0.31%,590080,8.12%,1x256x20x20,1x256x20x20
DequantizeLinear_1711,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Add_1713,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Clip_1716,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Mul_1717,1x1,0.00%,0.00%,102400,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Div_1719,1x1,0.00%,0.00%,204800,0.00%,409600,0.05%,0,0.00%,1x256x20x20,1x256x20x20
Concat_1749,1x1,0.00%,0.00%,0,0.00%,819200,0.09%,0,0.00%,1x256x20x20,1x512x20x20
QuantizeLinear_1752,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Conv_1762_quant,4x1,78.45%,78.45%,105062400,1.19%,1869824,0.21%,262656,3.61%,1x512x20x20,1x512x20x20
DequantizeLinear_1770,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Add_1772,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Clip_1775,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Mul_1776,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Div_1778,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x512x20x20,1x512x20x20
Conv_1937,1x1,0.00%,0.00%,52326000,0.59%,931260,0.11%,130815,1.80%,1x512x20x20,1x255x20x20
Shape_1938,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x20x20,4
Shape_1941,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x20x20,4
Shape_1944,1x1,0.00%,0.00%,0,0.00%,16,0.00%,0,0.00%,1x255x20x20,4
Gather_1940,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Gather_1943,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Gather_1946,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,4,0
Unsqueeze_1947,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1948,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1949,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Cast_1953,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0
Cast_1957,1x1,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0
Unsqueeze_1979,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_1980,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Unsqueeze_2013,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,0,1
Concat_1950,1x1,0.00%,0.00%,0,0.00%,28,0.00%,2,0.00%,1,5
Range_1956,1x1,0.00%,0.00%,40,0.00%,80,0.00%,0,0.00%,0,20
Range_1960,1x1,0.00%,0.00%,40,0.00%,80,0.00%,0,0.00%,0,20
Concat_1981,1x1,0.00%,0.00%,0,0.00%,32,0.00%,3,0.00%,1,5
Concat_2014,1x1,0.00%,0.00%,0,0.00%,20,0.00%,2,0.00%,1,3
Reshape_1951,1x1,0.00%,0.00%,0,0.00%,408000,0.05%,0,0.00%,1x255x20x20,1x3x85x20x20
Reshape_1962,1x1,0.00%,0.00%,0,0.00%,84,0.00%,1,0.00%,20,20
Reshape_1964,1x1,0.00%,0.00%,0,0.00%,84,0.00%,1,0.00%,20,20
Shape_1965,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,20,1
Shape_1966,1x1,0.00%,0.00%,0,0.00%,4,0.00%,0,0.00%,20,1
Transpose_1952,1x1,0.00%,0.00%,0,0.00%,408000,0.05%,0,0.00%,1x3x85x20x20,1x3x20x20x85
Concat_1967,1x1,0.00%,0.00%,0,0.00%,8,0.00%,0,0.00%,1,2
Concat_1969,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Concat_1973,1x1,0.00%,0.00%,0,0.00%,12,0.00%,1,0.00%,1,2
Sigmoid_1985,1x1,0.00%,0.00%,1632000,0.02%,408000,0.05%,0,0.00%,1x3x20x20x85,1x3x20x20x85
Reshape_1970,1x1,0.00%,0.00%,0,0.00%,80,0.00%,0,0.00%,20,20x1
Reshape_1974,1x1,0.00%,0.00%,0,0.00%,80,0.00%,0,0.00%,20,1x20
Slice_1990,1x1,0.00%,0.00%,0,0.00%,9616,0.00%,4,0.00%,1x3x20x20x85,1x3x20x20x2
Slice_2002,1x1,0.00%,0.00%,0,0.00%,9616,0.00%,4,0.00%,1x3x20x20x85,1x3x20x20x2
Slice_2011,1x1,0.00%,0.00%,0,0.00%,388816,0.04%,4,0.00%,1x3x20x20x85,1x3x20x20x81
Expand_1971,1x1,0.00%,0.00%,0,0.00%,1600,0.00%,0,0.00%,20x1,20x20
Expand_1975,1x1,0.00%,0.00%,0,0.00%,1600,0.00%,0,0.00%,1x20,20x20
Mul_1992,1x1,0.00%,0.00%,2400,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Mul_2004,1x1,0.00%,0.00%,2400,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Unsqueeze_1976,1x1,0.00%,0.00%,0,0.00%,1600,0.00%,0,0.00%,20x20,20x20x1
Unsqueeze_1977,1x1,0.00%,0.00%,0,0.00%,1600,0.00%,0,0.00%,20x20,20x20x1
Sub_1994,1x1,0.00%,0.00%,2400,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Pow_2005,1x1,0.00%,0.00%,76800,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Concat_1978,1x1,0.00%,0.00%,0,0.00%,3200,0.00%,0,0.00%,20x20x1,20x20x2
Mul_2006,1x1,0.00%,0.00%,2400,0.00%,9624,0.00%,6,0.00%,1x3x20x20x2,1x3x20x20x2
Reshape_1982,1x1,0.00%,0.00%,0,0.00%,3200,0.00%,0,0.00%,20x20x2,1x1x20x20x2
Cast_1983,1x1,0.00%,0.00%,0,0.00%,3200,0.00%,0,0.00%,1x1x20x20x2,1x1x20x20x2
Cast_1984,1x1,0.00%,0.00%,0,0.00%,3200,0.00%,0,0.00%,1x1x20x20x2,1x1x20x20x2
Add_1995,1x1,0.00%,0.00%,2400,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Mul_1997,1x1,0.00%,0.00%,2400,0.00%,9600,0.00%,0,0.00%,1x3x20x20x2,1x3x20x20x2
Concat_2012,1x1,0.00%,0.00%,0,0.00%,408000,0.05%,0,0.00%,1x3x20x20x2,1x3x20x20x85
Reshape_2015,1x1,0.00%,0.00%,0,0.00%,408000,0.05%,0,0.00%,1x3x20x20x85,1x1200x85
Concat_2016,1x1,0.00%,0.00%,0,0.00%,8568000,0.97%,0,0.00%,1x19200x85,1x25200x85
Total,_,_,_,8827731360,100%,880537828,100%,7267100,100%,_,_
